perl-clone 0.47-2
perl-encode-locale 1.05-14
perl-error 0.17030-2
perl-file-listing 6.16-5
perl-html-parser 3.83-2
perl-html-tagset 3.24-3
perl-http-cookiejar 0.014-4
perl-http-cookies 6.11-3
perl-http-daemon 6.16-5
perl-http-date 6.06-4
perl-http-message 7.00-2
perl-http-negotiate 6.01-15
perl-io-html 1.004-7
perl-libwww 6.79-2
perl-lwp-mediatypes 6.04-7
perl-mailtools 2.22-2
perl-net-http 6.23-5
perl-timedate 2.33-8
perl-try-tiny 0.32-3
perl-uri 5.32-2
perl-www-robotrules 6.02-15
perl-xml-parser 2.47-3
perl-xml-writer 0.900-5
phodav 3.0-4
phonon-qt6 4.12.0-4
phonon-qt6-mpv 0.1.0-3
pinentry 1.3.1-5
pipewire 1:1.4.6-1
pipewire-alsa 1:1.4.6-1
pipewire-audio 1:1.4.6-1
pipewire-jack 1:1.4.6-1
pipewire-pulse 1:1.4.6-1
pixman 0.46.2-1
pkcs11-helper 1.30.0-2
pkgconf 2.5.1-1
pkgfile 24-1
plasma-activities 6.4.3-1
plasma-activities-stats 6.4.3-1
plasma-browser-integration 6.4.3-1
plasma-desktop 6.4.3-1
plasma-disks 6.4.3-1
plasma-firewall 6.4.3-1
plasma-integration 6.4.3-1
plasma-nm 6.4.3-1
plasma-pa 6.4.3-1
plasma-systemmonitor 6.4.3-1
plasma-workspace 6.4.3-1
plasma5support 6.4.3-1
playerctl 2.4.1-4
plocate 1.1.23-1
polkit 126-2
polkit-kde-agent 6.4.3-1
polkit-qt6 0.200.0-1
poppler 25.07.0-1
poppler-data 0.4.12-2
poppler-glib 25.07.0-1
poppler-qt6 25.07.0-1
popt 1.19-2
portaudio 1:19.7.0-3
power-profiles-daemon 0.30-1
powerdevil 6.4.3-1
powerkit 1.0.0-8
powertop 2.15-2
ppp 2.5.2-1
pps-tools 1.0.3-2
presage 0.9.1-3
print-manager 1:6.4.3-1
prison 6.16.0-1
procps-ng 4.0.5-3
protobuf 31.1-1
protobuf-c 1.5.2-4
proton-mail-bin 1.8.1-1
proton-pass-bin 1.32.2-1
proton-vpn-gtk-app 4.9.7-1
protonmail-bridge 3.21.1-2
protonmail-bridge-core 3.21.1-2
psmisc 23.7-1
pugixml 1.15-2
pulseaudio-qt 1.7.0-1
purpose 6.16.0-1
pv 1.9.31-1
python 3.13.5-1
python-aiohappyeyeballs 2.6.1-1
python-aiohttp 3.12.14-1
python-aiosignal 1.4.0-1
python-annotated-types 0.7.0-2
python-attrs 25.3.0-1
python-autocommand 2.2.2-7
python-bcrypt 4.3.0-1
python-cairo 1.28.0-1
python-capng 0.8.5-3
python-certifi 2025.07.14-1
python-cffi 1.17.1-2
python-charset-normalizer 3.4.2-1
python-colorama 0.4.6-5
python-cryptography 45.0.5-1
python-dbus 1.4.0-1
python-decorator 5.2.1-1
python-defusedxml 0.7.1-7
python-distro 1.9.0-3
python-frozenlist 1.7.0-1
python-gnupg 0.5.4-2
python-gobject 3.52.3-3
python-gpgme 2.0.0-1
python-idna 3.10-2
python-importlib-metadata 8.7.0-1
python-jaraco.classes 3.4.0-2
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jeepney 0.9.0-1
python-jinja 1:3.1.6-1
python-keyring 25.6.0-1
python-lxml 6.0.0-1
python-mako 1.3.10-1
python-markdown 3.8.2-1
python-markupsafe 3.0.2-1
python-more-itertools 10.7.0-1
python-multidict 6.6.3-1
python-orjson 3.11.0-1
python-packaging 25.0-1
python-platformdirs 4.3.6-2
python-propcache 0.3.2-1
python-proton-core 0.4.0-4
python-proton-keyring-linux 0.2.0-4
python-proton-vpn-api-core 0.42.5-1
python-proton-vpn-local-agent 1.4.5-1
python-proton-vpn-network-manager 0.12.14-1
python-psutil 7.0.0-1
python-pyaml 24.12.0-1
python-pycparser 2.22-3
python-pydantic 2.11.7-1
python-pydantic-core 2:2.33.2-2
python-pygments 2.19.2-1
python-pynacl 1.5.0-3
python-pyopenssl 25.1.0-1
python-pyqt5 5.15.11-2
python-pyqt5-sip 12.17.0-1
python-pysocks 1.7.1-10
python-pyte 0.8.2-4
python-requests 2.32.4-1
python-secretstorage 3.3.3-6
python-sentry_sdk 2.33.0-1
python-setuptools 1:80.9.0-1
python-shtab 1.7.2-1
python-six 1.17.0-1
python-termcolor 2.5.0-1
python-tqdm 4.67.1-2
python-typing-inspection 0.4.1-1
python-typing_extensions 4.14.1-1
python-urllib3 2.5.0-1
python-wcwidth 0.2.13-3
python-wheel 0.45.1-1
python-yaml 6.0.2-2
python-yarl 1.21.1-1
python-zipp 3.21.0-2
qca-qt6 2.3.10-2
qcoro 0.12.0-1
qqc2-breeze-style 6.4.3-1
qqc2-desktop-style 6.16.0-1
qrencode 4.1.1-4
qt5-base 5.15.17+kde+r123-1
qt5-declarative 5.15.17+kde+r21-1
qt5-feedback 0.0.0.20150918-5
qt5-graphicaleffects 5.15.17-1
qt5-multimedia 5.15.17+kde+r2-1
qt5-quickcontrols 5.15.17-1
qt5-quickcontrols2 5.15.17+kde+r5-1
qt5-svg 5.15.17+kde+r5-1
qt5-tools 5.15.17+kde+r3-2
qt5-translations 5.15.17-1
qt5-wayland 5.15.17+kde+r57-1
qt5-x11extras 5.15.17-1
qt6-5compat 6.9.1-1
qt6-base 6.9.1-4
qt6-connectivity 6.9.1-1
qt6-declarative 6.9.1-1
qt6-imageformats 6.9.1-1
qt6-location 6.9.1-1
qt6-multimedia 6.9.1-1
qt6-multimedia-ffmpeg 6.9.1-1
qt6-positioning 6.9.1-1
qt6-quick3d 6.9.1-2
qt6-quicktimeline 6.9.1-1
qt6-sensors 6.9.1-1
qt6-shadertools 6.9.1-1
qt6-speech 6.9.1-1
qt6-svg 6.9.1-1
qt6-tools 6.9.1-2
qt6-translations 6.9.1-1
qt6-virtualkeyboard 6.9.1-1
qt6-wayland 6.9.1-1
qt6-webchannel 6.9.1-1
qt6-webengine 6.9.1-1
qt6-websockets 6.9.1-1
qt6-webview 6.9.1-1
r-linux 6.3.191269-1
raptor 2.0.16-7
rav1e 0.7.1-1
re2 1:20240702-5
readline 8.3.001-1
rebuild-detector 4.4.5-1
reflector 2023-3
reflector-simple 2024.8.1-1
rhash 1.4.4-1
ripgrep 14.1.1-1
ripgrep-all 0.10.9-1
rmpc-git 0.8.0.r134.gb6a3bb7-1
rofi-wayland 1.7.9.1-1
rpcbind 1.2.7-2
rsync 3.4.1-2
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
rustup 1.28.2-3
s-nail 14.9.25-1
samba 2:4.22.3-1
sbc 2.0-2
sd 1.0.0-1
sdbus-cpp 2.1.0-2
sddm 0.21.0-6
sddm-kcm 6.4.3-1
sdl2-compat 2.32.56-2
sdl3 3.2.18-1
seatd 0.9.1-1
sed 4.9-3
semver 7.7.2-1
sentry-native 0.9.1-1
serd 0.32.4-1
sg3_utils 1.48-1
shaderc 2025.3-1
shadow 4.18.0-1
shared-mime-info 2.4-2
signon-kwallet-extension 25.04.3-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
simdjson 1:3.13.0-1
slang 2.3.3-3
smartmontools 7.5-1
smbclient 2:4.22.3-1
snappy 1.2.2-2
sndio 1.10.0-1
socat 1.8.0.3-2
sof-firmware 2025.05-1
solid 6.16.0-1
sonnet 6.16.0-1
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
sox 14.4.2+r184+gf3094754-7
spandsp 0.0.6-5
spdlog 1.15.3-1
spectacle 1:6.4.3-1
speex 1.2.1-2
speexdsp 1.2.1-2
spice-gtk 0.42-4
spice-protocol 0.14.5-1
spirv-tools 1:1.4.321.0-1
spotify 1:1.2.63.394-1
sqlite 3.50.3-1
sratom 0.6.18-1
srt 1.5.4-1
startup-notification 0.12-8
steam 1.0.0.82-2
stoken 0.92-5
stow 2.4.1-1
sudo 1.9.17.p1-1
svt-av1 3.0.2-1
svt-hevc 1.5.1-3
swaync 0.12.1-1
swww 0.10.3-1
syndication 6.16.0-1
syntax-highlighting 6.16.0-1
sysfsutils 2.1.1-2
systemd 257.7-1
systemd-libs 257.7-1
systemd-resolvconf 257.7-1
systemd-sysvcompat 257.7-1
systemsettings 6.4.3-1
taglib 2.1.1-1
talloc 2.4.3-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.13-1
tevent 1:0.16.2-1
texinfo 7.2-1
thefuck 3.32-11
thin-provisioning-tools 1.2.0-1
threadweaver 6.16.0-1
tinysparql 3.9.2-2
tinyxml2 11.0.0-1
tldr 3.4.1-1
tmux 3.5_a-1
tomlplusplus 3.4.0-1
tor 0.4.8.17-2
torbrowser-launcher 0.3.7-3
tpm2-tss 4.1.3-1
transmission-qt 4.0.6-10
tree-sitter 0.25.8-1
tree-sitter-c 0.24.1-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.0-1
tree-sitter-query 0.6.2-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.23-1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-hack 3.003-7
ttf-input-nerd 3.2.1-1
ttf-jetbrains-mono 2.304-2
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-opensans 3.003-1
twolame 0.4.0-4
tzdata 2025b-1
uchardet 0.0.8-3
udisks2 2.10.1-6
unibilium 2.1.2-1
unrar 1:7.1.8-1
unzip 6.0-22
upower 1.90.9-1
usb_modeswitch 2.6.2-1
usbredir 0.15.0-1
usbutils 018-1
util-linux 2.41.1-1
util-linux-libs 2.41.1-1
v4l-utils 1.30.1-1
vala 0.56.18-4
vapoursynth R70-2
verdict 1.4.2-1
vi 1:070224-6
vid.stab 1.1.1-2
virt-install 5.0.0-1
virt-manager 5.0.0-1
vmaf 3.0.0-1
volume_key 0.3.12-11
vpnc 1:0.5.3.r539.r239-1
vte-common 0.80.3-1
vte3 0.80.3-1
vulkan-icd-loader 1.4.321.0-1
vulkan-intel 1:25.1.6-1
vulkan-tools 1.4.321.0-1
walker-bin 0.13.1-1
wavpack 5.8.1-1
waybar 0.13.0-3
wayland 1.23.1-2
wayland-protocols 1.45-1
wayland-utils 1.2.0-2
webkit2gtk-4.1 2.48.3-1
webrtc-audio-processing-1 1.3-5
welcome 25.6.1-1
wev 1.1.0-1
wf-recorder 0.5.0-2
wget 1.25.0-2
which 2.23-1
wildmidi 0.4.6-1
wireplumber 0.5.10-1
wireshark-cli 4.4.8-1
wireshark-qt 4.4.8-1
wl-clip-persist 0.4.3-2
wl-clipboard 1:2.2.1-3
woff2 1.0.2-6
wpa_supplicant 2:2.11-3
x264 3:0.164.r3108.31e19f9-3
x265 4.1-1
xbitmaps 1.1.3-2
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-1
xdg-desktop-portal-kde 6.4.3-1
xdg-user-dirs 0.18-2
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1
xfsprogs 6.15.0-1
xkeyboard-config 2.45-1
xl2tpd 1.3.19-1
xmlsec 1.3.7-2
xorg-appres 1.0.7-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.18-2
xorg-server-common 21.1.18-2
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xdpyinfo 1.3.4-2
xorg-xhost 1.0.10-1
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkill 1.0.6-2
xorg-xmessage 1.0.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.8-1
xorgproto 2024.1-2
xscreensaver 6.10.1-1
xsettingsd 1.0.2-3
xterm 401-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yad 14.1-2.1
yay 12.5.0-1
zbar 0.23.93-4
zen-browser-bin 1.14.5b-1
zenity 4.1.90-1
zeromq 4.3.5-2
zimg 3.0.5-1
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zoxide 0.9.8-2
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-5
zziplib 0.13.80-1
